firstName,lastName,aveTime,winPercentage,fighterId
Marlon,Vera,155.27272727272728,67.64705882352942,432
Petr,Yan,164.8181818181818,78.26086956521739,433
Marlon,Moraes,163.86111111111111,62.16216216216216,434
Urijah,Faber,130.57777777777778,76.08695652173914,435
Mike,Brown,132.97058823529412,74.28571428571429,436
Rolando,Perez,275.0769230769231,50.0,437
Alexandre,Franca,224.96153846153845,66.66666666666666,438
Fábio,Mello,303.6666666666667,57.89473684210527,439
Phil,Harris,111.77142857142857,61.111111111111114,440
Cody,McKenzie,196.4814814814815,60.71428571428571,441
Steven,Siler,109.01694915254237,55.00000000000001,443
B.J.,Penn,212.29032258064515,50.0,444
Charles,Rosa,171.76923076923077,70.37037037037037,445
Diego,Nunes,223.1764705882353,71.42857142857143,446
Dale,Hartt,251.875,66.66666666666666,447
Jess,Liaudin,139.56666666666666,64.51612903225806,448
Jim,Wallhead,149.88636363636363,73.33333333333333,449
Kyle,Bochniak,180.76470588235293,61.111111111111114,450
Jimmie,Rivera,168.55555555555554,82.14285714285714,451
Cody,Garbrandt,217.0,70.0,452
Zhumabek,Tursyn,158.21212121212122,67.64705882352942,453
Russell,Doane,238.04166666666666,68.0,454
Michel,Pereira,106.47727272727273,68.88888888888889,455
Mickey,Gall,252.53846153846155,50.0,456
Martin,Kampmann,147.96153846153845,74.07407407407408,457
Paulo,Thiago,182.17241379310346,63.33333333333333,458
John,Hathaway,310.05,85.71428571428571,459
Luigi,Fioravanti,115.125,63.41463414634146,460
David,Bielkheden,167.81578947368422,66.66666666666666,461
Joe,Riggs,96.1159420289855,70.0,462
Brian,Gassaway,100.72549019607843,55.769230769230774,463
Jorge,Santiago,109.27777777777777,67.56756756756756,464
Ben,Askren,186.33333333333334,86.36363636363636,466
Demian,Maia,189.57894736842104,71.7948717948718,467
Lorenz,Larkin,152.83333333333334,72.97297297297297,468
Cezar,Ferreira,242.875,56.00000000000001,469
K.J.,Noons,221.13636363636363,56.52173913043478,470
Billy,Evangelista,192.5,76.47058823529412,471
Nick,Agallar,141.68965517241378,80.0,472
Tae,Hyun,164.11111111111111,64.28571428571429,473
Steve,Berger,112.95652173913044,42.5531914893617,474
Keith,Wisniewski,130.48837209302326,63.63636363636363,475
Rolando,Delgado,211.0,61.111111111111114,476
Jonathan,Pearce,181.3,66.66666666666666,477
Chris,Gruetzemacher,253.10526315789474,75.0,478
Curt,Warburton,203.31578947368422,70.0,479
Ivan,Menjivar,132.80555555555554,67.56756756756756,481
Chad,Laprise,192.9375,76.47058823529412,482
Antonio,Carvalho,191.45,71.42857142857143,483
John,Maguire,127.65789473684211,66.66666666666666,484
Anton,Kuivanen,150.5,66.66666666666666,485
Haim,Gozali,433.8,71.42857142857143,486
Saad,Awad,152.5,58.97435897435898,487
Dakota,Cochrane,96.6304347826087,72.3404255319149,488
Joe,Duarte,221.23076923076923,71.42857142857143,489
Conor,Heun,163.23076923076923,64.28571428571429,490
Matt,Ricehouse,155.16666666666666,85.71428571428571,491
Kevin,Holland,91.8974358974359,65.0,492
Sean,Brady,216.58823529411765,94.44444444444444,493
Joshua,Culibao,206.86666666666667,68.75,494
Douglas,Silva,178.42857142857142,80.55555555555556,495
Ricardo,Ramos,203.0,70.83333333333334,496
Zubaira,Tukhugov,181.6153846153846,74.07407407407408,497
Diego,Lopes,141.58064516129033,81.25,498
Mike,Davis,268.7692307692308,78.57142857142857,499
Youssef,Zalal,124.4090909090909,73.91304347826086,500
Gavin,Tucker,303.3333333333333,81.25,501
Spike,Carlyle,123.55,71.42857142857143,502
Khama,Worthy,149.8,64.51612903225806,503
Matt,Sayles,262.8181818181818,66.66666666666666,504
Bobby,Moffett,154.82608695652175,70.83333333333334,505
Omar,Morales,295.0,73.33333333333333,506
Jamall,Emmers,155.2962962962963,71.42857142857143,508
Brandon,Davis,139.7037037037037,53.57142857142857,509
Charles,Jourdain,128.625,64.0,510
Godofredo,Pepey,315.4761904761905,63.63636363636363,511
Tiago,Trator,150.53125,66.66666666666666,512
Bill,Algeo,170.46153846153845,66.66666666666666,513
Jack,Shore,166.52631578947367,85.0,514
Mike,Grundy,182.93333333333334,75.0,515
Danny,Henry,211.46666666666667,75.0,516
Chris,Fishgold,207.08333333333334,72.0,517
Mike,Wilkinson,270.3076923076923,64.28571428571429,518
Tom,Duquesnoy,123.66666666666667,84.21052631578947,519
Nate,Landwehr,197.8695652173913,75.0,520
Movsar,Evloev,203.61111111111111,100.0,521
Mirsad,Bektić,208.6875,76.47058823529412,522
Kevin,Aguilar,181.71428571428572,77.27272727272727,523
Jordan,Griffin,160.31034482758622,60.0,524
Mike,Santiago,107.0,61.111111111111114,525
Julio,Arce,178.25,76.0,526
Jason,Saggo,210.9375,76.47058823529412,527
Rinat,Fakhretdinov,173.375,92.0,528
Daniel,Rodriguez,154.9090909090909,78.26086956521739,529
Leonardo,Santos,306.5416666666667,72.0,530
James,Moontasri,233.23076923076923,64.28571428571429,531
Michel,Prazeres,269.40625,81.81818181818183,532
Jon,Tuck,313.73333333333335,68.75,533
Jesse,Ronson,136.65,68.29268292682927,534
Kyle,Prepolec,228.48,69.23076923076923,535
J.P.,Reese,78.25,52.38095238095239,536
Drakkar,Klose,217.0,78.94736842105263,537
Frank,Camacho,193.96774193548387,68.75,538
Mitsuhiro,Ishida,136.25,68.96551724137932,539
Tetsuji,Kato,159.9655172413793,66.66666666666666,540
Rumina,Sato,150.5,57.77777777777777,541
Naoya,Uematsu,167.0,60.0,542
Jeff,Hougland,251.6,62.5,543
Herbert,Burns,284.875,64.70588235294117,544
Sean,Sherk,102.9,87.8048780487805,545
Per,Eklund,174.68421052631578,70.0,546
Cleber,Luciano,382.8125,70.58823529411765,547
